time,"I(IDC|XIN)","P(B6|XIN)","I(ROUT)"
6.991000e-10,1.800000e-07,1.341181e+01,3.786280e-09
6.992000e-10,1.600000e-07,1.341186e+01,3.571986e-09
6.993000e-10,1.400000e-07,1.341190e+01,3.360784e-09
6.994000e-10,1.200000e-07,1.341194e+01,3.152663e-09
6.995000e-10,1.000000e-07,1.341197e+01,2.947613e-09
6.996000e-10,8.000000e-08,1.341199e+01,2.745621e-09
6.997000e-10,6.000000e-08,1.341201e+01,2.546674e-09
6.998000e-10,4.000000e-08,1.341203e+01,2.350757e-09
6.999000e-10,2.000000e-08,1.341204e+01,2.157854e-09
7.000000e-10,0.000000e+00,1.341204e+01,1.967948e-09
7.001000e-10,0.000000e+00,1.341204e+01,1.781021e-09
7.002000e-10,0.000000e+00,1.341204e+01,1.597057e-09
7.003000e-10,0.000000e+00,1.341203e+01,1.416046e-09
7.004000e-10,0.000000e+00,1.341202e+01,1.237995e-09
7.005000e-10,0.000000e+00,1.341200e+01,1.062930e-09
7.006000e-10,0.000000e+00,1.341198e+01,8.909104e-10
7.007000e-10,0.000000e+00,1.341195e+01,7.220265e-10
7.008000e-10,0.000000e+00,1.341192e+01,5.564059e-10
7.009000e-10,0.000000e+00,1.341188e+01,3.942079e-10
7.010000e-10,0.000000e+00,1.341184e+01,2.356190e-10
7.011000e-10,0.000000e+00,1.341180e+01,8.084567e-11
7.012000e-10,0.000000e+00,1.341176e+01,-6.989352e-11
7.013000e-10,0.000000e+00,1.341171e+01,-2.163759e-10
7.014000e-10,0.000000e+00,1.341166e+01,-3.583818e-10
7.015000e-10,0.000000e+00,1.341160e+01,-4.957014e-10
7.016000e-10,0.000000e+00,1.341154e+01,-6.281400e-10
7.017000e-10,0.000000e+00,1.341148e+01,-7.555222e-10
7.018000e-10,0.000000e+00,1.341142e+01,-8.776955e-10
7.019000e-10,0.000000e+00,1.341136e+01,-9.945323e-10
7.020000e-10,0.000000e+00,1.341129e+01,-1.105931e-09
7.021000e-10,0.000000e+00,1.341123e+01,-1.211819e-09
7.022000e-10,0.000000e+00,1.341116e+01,-1.312147e-09
7.023000e-10,0.000000e+00,1.341109e+01,-1.406895e-09
7.024000e-10,0.000000e+00,1.341102e+01,-1.496068e-09
7.025000e-10,0.000000e+00,1.341094e+01,-1.579693e-09
7.026000e-10,0.000000e+00,1.341087e+01,-1.657821e-09
7.027000e-10,0.000000e+00,1.341080e+01,-1.730523e-09
7.028000e-10,0.000000e+00,1.341072e+01,-1.797889e-09
7.029000e-10,0.000000e+00,1.341065e+01,-1.860024e-09
7.030000e-10,0.000000e+00,1.341057e+01,-1.917049e-09
7.031000e-10,0.000000e+00,1.341050e+01,-1.969097e-09
7.032000e-10,0.000000e+00,1.341042e+01,-2.016314e-09
7.033000e-10,0.000000e+00,1.341035e+01,-2.058852e-09
7.034000e-10,0.000000e+00,1.341027e+01,-2.096871e-09
7.035000e-10,0.000000e+00,1.341020e+01,-2.130539e-09
7.036000e-10,0.000000e+00,1.341013e+01,-2.160026e-09
7.037000e-10,0.000000e+00,1.341005e+01,-2.185506e-09
7.038000e-10,0.000000e+00,1.340998e+01,-2.207154e-09
7.039000e-10,0.000000e+00,1.340991e+01,-2.225147e-09
7.040000e-10,0.000000e+00,1.340983e+01,-2.239659e-09
7.041000e-10,0.000000e+00,1.340976e+01,-2.250867e-09
7.042000e-10,0.000000e+00,1.340969e+01,-2.258941e-09
7.043000e-10,0.000000e+00,1.340962e+01,-2.264053e-09
7.044000e-10,0.000000e+00,1.340955e+01,-2.266368e-09
7.045000e-10,0.000000e+00,1.340948e+01,-2.266049e-09
7.046000e-10,0.000000e+00,1.340941e+01,-2.263256e-09
7.047000e-10,0.000000e+00,1.340935e+01,-2.258142e-09
7.048000e-10,0.000000e+00,1.340928e+01,-2.250857e-09
7.049000e-10,0.000000e+00,1.340922e+01,-2.241545e-09
7.050000e-10,0.000000e+00,1.340915e+01,-2.230346e-09
7.051000e-10,0.000000e+00,1.340909e+01,-2.217393e-09
7.052000e-10,0.000000e+00,1.340903e+01,-2.202815e-09
7.053000e-10,0.000000e+00,1.340896e+01,-2.186736e-09
7.054000e-10,0.000000e+00,1.340890e+01,-2.169273e-09
7.055000e-10,0.000000e+00,1.340884e+01,-2.150539e-09
7.056000e-10,0.000000e+00,1.340878e+01,-2.130642e-09
7.057000e-10,0.000000e+00,1.340873e+01,-2.109684e-09
7.058000e-10,0.000000e+00,1.340867e+01,-2.087763e-09
7.059000e-10,0.000000e+00,1.340861e+01,-2.064969e-09
7.060000e-10,0.000000e+00,1.340856e+01,-2.041391e-09
7.061000e-10,0.000000e+00,1.340850e+01,-2.017112e-09
7.062000e-10,0.000000e+00,1.340845e+01,-1.992209e-09
7.063000e-10,0.000000e+00,1.340840e+01,-1.966757e-09
7.064000e-10,0.000000e+00,1.340835e+01,-1.940824e-09
7.065000e-10,0.000000e+00,1.340830e+01,-1.914476e-09
7.066000e-10,0.000000e+00,1.340825e+01,-1.887775e-09
7.067000e-10,0.000000e+00,1.340820e+01,-1.860778e-09
7.068000e-10,0.000000e+00,1.340815e+01,-1.833540e-09
7.069000e-10,0.000000e+00,1.340810e+01,-1.806111e-09
7.070000e-10,0.000000e+00,1.340806e+01,-1.778537e-09
7.071000e-10,0.000000e+00,1.340801e+01,-1.750864e-09
7.072000e-10,0.000000e+00,1.340797e+01,-1.723133e-09
7.073000e-10,0.000000e+00,1.340792e+01,-1.695381e-09
7.074000e-10,0.000000e+00,1.340788e+01,-1.667644e-09
7.075000e-10,0.000000e+00,1.340784e+01,-1.639955e-09
7.076000e-10,0.000000e+00,1.340780e+01,-1.612346e-09
7.077000e-10,0.000000e+00,1.340776e+01,-1.584843e-09
7.078000e-10,0.000000e+00,1.340772e+01,-1.557473e-09
7.079000e-10,0.000000e+00,1.340768e+01,-1.530260e-09
7.080000e-10,0.000000e+00,1.340764e+01,-1.503225e-09
7.081000e-10,0.000000e+00,1.340760e+01,-1.476390e-09
7.082000e-10,0.000000e+00,1.340757e+01,-1.449772e-09
7.083000e-10,0.000000e+00,1.340753e+01,-1.423388e-09
7.084000e-10,0.000000e+00,1.340750e+01,-1.397253e-09
7.085000e-10,0.000000e+00,1.340746e+01,-1.371381e-09
7.086000e-10,0.000000e+00,1.340743e+01,-1.345785e-09
7.087000e-10,0.000000e+00,1.340740e+01,-1.320475e-09
7.088000e-10,0.000000e+00,1.340736e+01,-1.295462e-09
7.089000e-10,0.000000e+00,1.340733e+01,-1.270754e-09
7.090000e-10,0.000000e+00,1.340730e+01,-1.246359e-09
7.091000e-10,0.000000e+00,1.340727e+01,-1.222283e-09
7.092000e-10,0.000000e+00,1.340724e+01,-1.198534e-09
7.093000e-10,0.000000e+00,1.340721e+01,-1.175114e-09
7.094000e-10,0.000000e+00,1.340718e+01,-1.152029e-09
7.095000e-10,0.000000e+00,1.340716e+01,-1.129283e-09
7.096000e-10,0.000000e+00,1.340713e+01,-1.106877e-09
7.097000e-10,0.000000e+00,1.340710e+01,-1.084813e-09
7.098000e-10,0.000000e+00,1.340708e+01,-1.063095e-09
7.099000e-10,0.000000e+00,1.340705e+01,-1.041721e-09
7.100000e-10,0.000000e+00,1.340703e+01,-1.020693e-09
7.101000e-10,0.000000e+00,1.340700e+01,-1.000011e-09
7.102000e-10,0.000000e+00,1.340698e+01,-9.796740e-10
7.103000e-10,0.000000e+00,1.340696e+01,-9.596811e-10
7.104000e-10,0.000000e+00,1.340693e+01,-9.400310e-10
7.105000e-10,0.000000e+00,1.340691e+01,-9.207223e-10
7.106000e-10,0.000000e+00,1.340689e+01,-9.017529e-10
7.107000e-10,0.000000e+00,1.340687e+01,-8.831206e-10
7.108000e-10,0.000000e+00,1.340685e+01,-8.648230e-10
7.109000e-10,0.000000e+00,1.340683e+01,-8.468573e-10
7.110000e-10,0.000000e+00,1.340680e+01,-8.292206e-10
7.111000e-10,0.000000e+00,1.340679e+01,-8.119096e-10
7.112000e-10,0.000000e+00,1.340677e+01,-7.949212e-10
7.113000e-10,0.000000e+00,1.340675e+01,-7.782519e-10
7.114000e-10,0.000000e+00,1.340673e+01,-7.618980e-10
7.115000e-10,0.000000e+00,1.340671e+01,-7.458557e-10
7.116000e-10,0.000000e+00,1.340669e+01,-7.301213e-10
7.117000e-10,0.000000e+00,1.340668e+01,-7.146908e-10
7.118000e-10,0.000000e+00,1.340666e+01,-6.995602e-10
7.119000e-10,0.000000e+00,1.340664e+01,-6.847253e-10
7.120000e-10,0.000000e+00,1.340663e+01,-6.701819e-10
7.121000e-10,0.000000e+00,1.340661e+01,-6.559260e-10
7.122000e-10,0.000000e+00,1.340659e+01,-6.419531e-10
7.123000e-10,0.000000e+00,1.340658e+01,-6.282591e-10
7.124000e-10,0.000000e+00,1.340656e+01,-6.148396e-10
7.125000e-10,0.000000e+00,1.340655e+01,-6.016902e-10
7.126000e-10,0.000000e+00,1.340654e+01,-5.888067e-10
7.127000e-10,0.000000e+00,1.340652e+01,-5.761846e-10
7.128000e-10,0.000000e+00,1.340651e+01,-5.638196e-10
7.129000e-10,0.000000e+00,1.340650e+01,-5.517075e-10
7.130000e-10,0.000000e+00,1.340648e+01,-5.398438e-10
7.131000e-10,0.000000e+00,1.340647e+01,-5.282242e-10
7.132000e-10,0.000000e+00,1.340646e+01,-5.168445e-10
7.133000e-10,0.000000e+00,1.340645e+01,-5.057005e-10
7.134000e-10,0.000000e+00,1.340643e+01,-4.947878e-10
7.135000e-10,0.000000e+00,1.340642e+01,-4.841023e-10
7.136000e-10,0.000000e+00,1.340641e+01,-4.736399e-10
7.137000e-10,0.000000e+00,1.340640e+01,-4.633964e-10
7.138000e-10,0.000000e+00,1.340639e+01,-4.533677e-10
7.139000e-10,0.000000e+00,1.340638e+01,-4.435498e-10
7.140000e-10,0.000000e+00,1.340637e+01,-4.339387e-10
7.141000e-10,0.000000e+00,1.340636e+01,-4.245304e-10
7.142000e-10,0.000000e+00,1.340635e+01,-4.153211e-10
7.143000e-10,0.000000e+00,1.340634e+01,-4.063069e-10
7.144000e-10,0.000000e+00,1.340633e+01,-3.974840e-10
7.145000e-10,0.000000e+00,1.340632e+01,-3.888487e-10
7.146000e-10,0.000000e+00,1.340631e+01,-3.803973e-10
7.147000e-10,0.000000e+00,1.340630e+01,-3.721260e-10
7.148000e-10,0.000000e+00,1.340629e+01,-3.640314e-10
7.149000e-10,0.000000e+00,1.340628e+01,-3.561099e-10
7.150000e-10,0.000000e+00,1.340628e+01,-3.483581e-10
7.151000e-10,0.000000e+00,1.340627e+01,-3.407724e-10
7.152000e-10,0.000000e+00,1.340626e+01,-3.333496e-10
7.153000e-10,0.000000e+00,1.340625e+01,-3.260863e-10
7.154000e-10,0.000000e+00,1.340624e+01,-3.189793e-10
7.155000e-10,0.000000e+00,1.340624e+01,-3.120253e-10
7.156000e-10,0.000000e+00,1.340623e+01,-3.052212e-10
7.157000e-10,0.000000e+00,1.340622e+01,-2.985640e-10
7.158000e-10,0.000000e+00,1.340621e+01,-2.920505e-10
7.159000e-10,0.000000e+00,1.340621e+01,-2.856778e-10
7.160000e-10,0.000000e+00,1.340620e+01,-2.794429e-10
7.161000e-10,0.000000e+00,1.340619e+01,-2.733431e-10
7.162000e-10,0.000000e+00,1.340619e+01,-2.673754e-10
7.163000e-10,0.000000e+00,1.340618e+01,-2.615371e-10
7.164000e-10,0.000000e+00,1.340618e+01,-2.558254e-10
7.165000e-10,0.000000e+00,1.340617e+01,-2.502377e-10
7.166000e-10,0.000000e+00,1.340616e+01,-2.447714e-10
7.167000e-10,0.000000e+00,1.340616e+01,-2.394239e-10
7.168000e-10,0.000000e+00,1.340615e+01,-2.341926e-10
7.169000e-10,0.000000e+00,1.340615e+01,-2.290752e-10
7.170000e-10,0.000000e+00,1.340614e+01,-2.240691e-10
7.171000e-10,0.000000e+00,1.340614e+01,-2.191721e-10
7.172000e-10,0.000000e+00,1.340613e+01,-2.143817e-10
7.173000e-10,0.000000e+00,1.340613e+01,-2.096957e-10
7.174000e-10,0.000000e+00,1.340612e+01,-2.051119e-10
7.175000e-10,0.000000e+00,1.340612e+01,-2.006281e-10
7.176000e-10,0.000000e+00,1.340611e+01,-1.962421e-10
7.177000e-10,0.000000e+00,1.340611e+01,-1.919518e-10
7.178000e-10,0.000000e+00,1.340610e+01,-1.877551e-10
7.179000e-10,0.000000e+00,1.340610e+01,-1.836501e-10
7.180000e-10,0.000000e+00,1.340609e+01,-1.796347e-10
7.181000e-10,0.000000e+00,1.340609e+01,-1.757071e-10
7.182000e-10,0.000000e+00,1.340609e+01,-1.718653e-10
7.183000e-10,0.000000e+00,1.340608e+01,-1.681075e-10
7.184000e-10,0.000000e+00,1.340608e+01,-1.644318e-10
7.185000e-10,0.000000e+00,1.340607e+01,-1.608365e-10
7.186000e-10,0.000000e+00,1.340607e+01,-1.573198e-10
7.187000e-10,0.000000e+00,1.340607e+01,-1.538800e-10
7.188000e-10,0.000000e+00,1.340606e+01,-1.505154e-10
7.189000e-10,0.000000e+00,1.340606e+01,-1.472245e-10
7.190000e-10,0.000000e+00,1.340606e+01,-1.440056e-10
7.191000e-10,0.000000e+00,1.340605e+01,-1.408571e-10
7.192000e-10,0.000000e+00,1.340605e+01,-1.377776e-10
7.193000e-10,0.000000e+00,1.340605e+01,-1.347654e-10
7.194000e-10,0.000000e+00,1.340604e+01,-1.318192e-10
7.195000e-10,0.000000e+00,1.340604e+01,-1.289374e-10
7.196000e-10,0.000000e+00,1.340604e+01,-1.261188e-10
7.197000e-10,0.000000e+00,1.340603e+01,-1.233619e-10
7.198000e-10,0.000000e+00,1.340603e+01,-1.206653e-10
7.199000e-10,0.000000e+00,1.340603e+01,-1.180278e-10
7.200000e-10,0.000000e+00,1.340603e+01,-1.154480e-10
7.201000e-10,0.000000e+00,1.340602e+01,-1.129247e-10
7.202000e-10,0.000000e+00,1.340602e+01,-1.104567e-10
7.203000e-10,0.000000e+00,1.340602e+01,-1.080427e-10
7.204000e-10,0.000000e+00,1.340601e+01,-1.056816e-10
7.205000e-10,0.000000e+00,1.340601e+01,-1.033722e-10
7.206000e-10,0.000000e+00,1.340601e+01,-1.011134e-10
7.207000e-10,0.000000e+00,1.340601e+01,-9.890399e-11
7.208000e-10,0.000000e+00,1.340601e+01,-9.674300e-11
7.209000e-10,0.000000e+00,1.340600e+01,-9.462934e-11
7.210000e-10,0.000000e+00,1.340600e+01,-9.256196e-11
7.211000e-10,0.000000e+00,1.340600e+01,-9.053985e-11
7.212000e-10,0.000000e+00,1.340600e+01,-8.856202e-11
7.213000e-10,0.000000e+00,1.340599e+01,-8.662750e-11
7.214000e-10,0.000000e+00,1.340599e+01,-8.473533e-11
7.215000e-10,0.000000e+00,1.340599e+01,-8.288460e-11
7.216000e-10,0.000000e+00,1.340599e+01,-8.107438e-11
7.217000e-10,0.000000e+00,1.340599e+01,-7.930380e-11
7.218000e-10,0.000000e+00,1.340598e+01,-7.757198e-11
7.219000e-10,0.000000e+00,1.340598e+01,-7.587808e-11
7.220000e-10,0.000000e+00,1.340598e+01,-7.422125e-11
7.221000e-10,0.000000e+00,1.340598e+01,-7.260070e-11
7.222000e-10,0.000000e+00,1.340598e+01,-7.101561e-11
7.223000e-10,0.000000e+00,1.340598e+01,-6.946522e-11
7.224000e-10,0.000000e+00,1.340597e+01,-6.794876e-11
7.225000e-10,0.000000e+00,1.340597e+01,-6.646549e-11
7.226000e-10,0.000000e+00,1.340597e+01,-6.501468e-11
7.227000e-10,0.000000e+00,1.340597e+01,-6.359562e-11
7.228000e-10,0.000000e+00,1.340597e+01,-6.220760e-11
7.229000e-10,0.000000e+00,1.340597e+01,-6.084996e-11
7.230000e-10,0.000000e+00,1.340597e+01,-5.952202e-11
7.231000e-10,0.000000e+00,1.340596e+01,-5.822313e-11
7.232000e-10,0.000000e+00,1.340596e+01,-5.695266e-11
7.233000e-10,0.000000e+00,1.340596e+01,-5.570998e-11
7.234000e-10,0.000000e+00,1.340596e+01,-5.449448e-11
7.235000e-10,0.000000e+00,1.340596e+01,-5.330556e-11
7.236000e-10,0.000000e+00,1.340596e+01,-5.214265e-11
7.237000e-10,0.000000e+00,1.340596e+01,-5.100516e-11
7.238000e-10,0.000000e+00,1.340595e+01,-4.989256e-11
7.239000e-10,0.000000e+00,1.340595e+01,-4.880427e-11
7.240000e-10,0.000000e+00,1.340595e+01,-4.773979e-11
7.241000e-10,0.000000e+00,1.340595e+01,-4.669857e-11
7.242000e-10,0.000000e+00,1.340595e+01,-4.568012e-11
7.243000e-10,0.000000e+00,1.340595e+01,-4.468393e-11
7.244000e-10,0.000000e+00,1.340595e+01,-4.370952e-11
7.245000e-10,0.000000e+00,1.340595e+01,-4.275640e-11
7.246000e-10,0.000000e+00,1.340595e+01,-4.182412e-11
7.247000e-10,0.000000e+00,1.340595e+01,-4.091221e-11
7.248000e-10,0.000000e+00,1.340594e+01,-4.002022e-11
7.249000e-10,0.000000e+00,1.340594e+01,-3.914773e-11
7.250000e-10,0.000000e+00,1.340594e+01,-3.829430e-11
7.251000e-10,0.000000e+00,1.340594e+01,-3.745952e-11
7.252000e-10,0.000000e+00,1.340594e+01,-3.664297e-11
7.253000e-10,0.000000e+00,1.340594e+01,-3.584426e-11
7.254000e-10,0.000000e+00,1.340594e+01,-3.506299e-11
7.255000e-10,0.000000e+00,1.340594e+01,-3.429879e-11
7.256000e-10,0.000000e+00,1.340594e+01,-3.355128e-11
7.257000e-10,0.000000e+00,1.340594e+01,-3.282010e-11
7.258000e-10,0.000000e+00,1.340594e+01,-3.210488e-11
7.259000e-10,0.000000e+00,1.340594e+01,-3.140528e-11
7.260000e-10,0.000000e+00,1.340593e+01,-3.072095e-11
7.261000e-10,0.000000e+00,1.340593e+01,-3.005157e-11
7.262000e-10,0.000000e+00,1.340593e+01,-2.939680e-11
7.263000e-10,0.000000e+00,1.340593e+01,-2.875632e-11
7.264000e-10,0.000000e+00,1.340593e+01,-2.812982e-11
7.265000e-10,0.000000e+00,1.340593e+01,-2.751700e-11
7.266000e-10,0.000000e+00,1.340593e+01,-2.691756e-11
7.267000e-10,0.000000e+00,1.340593e+01,-2.633119e-11
7.268000e-10,0.000000e+00,1.340593e+01,-2.575763e-11
7.269000e-10,0.000000e+00,1.340593e+01,-2.519658e-11
7.270000e-10,0.000000e+00,1.340593e+01,-2.464777e-11
7.271000e-10,0.000000e+00,1.340593e+01,-2.411093e-11
7.272000e-10,0.000000e+00,1.340593e+01,-2.358581e-11
7.273000e-10,0.000000e+00,1.340593e+01,-2.307215e-11
7.274000e-10,0.000000e+00,1.340593e+01,-2.256969e-11
7.275000e-10,0.000000e+00,1.340593e+01,-2.207819e-11
7.276000e-10,0.000000e+00,1.340592e+01,-2.159741e-11
7.277000e-10,0.000000e+00,1.340592e+01,-2.112712e-11
7.278000e-10,0.000000e+00,1.340592e+01,-2.066709e-11
7.279000e-10,0.000000e+00,1.340592e+01,-2.021709e-11
7.280000e-10,0.000000e+00,1.340592e+01,-1.977690e-11
7.281000e-10,0.000000e+00,1.340592e+01,-1.934631e-11
7.282000e-10,0.000000e+00,1.340592e+01,-1.892511e-11
7.283000e-10,0.000000e+00,1.340592e+01,-1.851310e-11
7.284000e-10,0.000000e+00,1.340592e+01,-1.811007e-11
7.285000e-10,0.000000e+00,1.340592e+01,-1.771582e-11
7.286000e-10,0.000000e+00,1.340592e+01,-1.733017e-11
7.287000e-10,0.000000e+00,1.340592e+01,-1.695293e-11
7.288000e-10,0.000000e+00,1.340592e+01,-1.658391e-11
7.289000e-10,0.000000e+00,1.340592e+01,-1.622293e-11
7.290000e-10,0.000000e+00,1.340592e+01,-1.586982e-11
7.291000e-10,0.000000e+00,1.340592e+01,-1.552441e-11
7.292000e-10,0.000000e+00,1.340592e+01,-1.518653e-11
7.293000e-10,0.000000e+00,1.340592e+01,-1.485600e-11
7.294000e-10,0.000000e+00,1.340592e+01,-1.453269e-11
7.295000e-10,0.000000e+00,1.340592e+01,-1.421641e-11
7.296000e-10,0.000000e+00,1.340592e+01,-1.390703e-11
7.297000e-10,0.000000e+00,1.340592e+01,-1.360439e-11
7.298000e-10,0.000000e+00,1.340592e+01,-1.330835e-11
7.299000e-10,0.000000e+00,1.340592e+01,-1.301875e-11
7.300000e-10,0.000000e+00,1.340591e+01,-1.273547e-11
7.301000e-10,0.000000e+00,1.340591e+01,-1.245835e-11
7.302000e-10,0.000000e+00,1.340591e+01,-1.218727e-11
7.303000e-10,0.000000e+00,1.340591e+01,-1.192210e-11
7.304000e-10,0.000000e+00,1.340591e+01,-1.166270e-11
7.305000e-10,0.000000e+00,1.340591e+01,-1.140896e-11
7.306000e-10,0.000000e+00,1.340591e+01,-1.116073e-11
7.307000e-10,0.000000e+00,1.340591e+01,-1.091792e-11
7.308000e-10,0.000000e+00,1.340591e+01,-1.068039e-11
7.309000e-10,0.000000e+00,1.340591e+01,-1.044804e-11
7.310000e-10,0.000000e+00,1.340591e+01,-1.022075e-11
7.311000e-10,0.000000e+00,1.340591e+01,-9.998406e-12
7.312000e-10,0.000000e+00,1.340591e+01,-9.780904e-12
7.313000e-10,0.000000e+00,1.340591e+01,-9.568139e-12
7.314000e-10,0.000000e+00,1.340591e+01,-9.360006e-12
7.315000e-10,0.000000e+00,1.340591e+01,-9.156405e-12
7.316000e-10,0.000000e+00,1.340591e+01,-8.957237e-12
7.317000e-10,0.000000e+00,1.340591e+01,-8.762405e-12
7.318000e-10,0.000000e+00,1.340591e+01,-8.571815e-12
7.319000e-10,0.000000e+00,1.340591e+01,-8.385374e-12
7.320000e-10,0.000000e+00,1.340591e+01,-8.202992e-12
7.321000e-10,0.000000e+00,1.340591e+01,-8.024580e-12
7.322000e-10,0.000000e+00,1.340591e+01,-7.850051e-12
7.323000e-10,0.000000e+00,1.340591e+01,-7.679322e-12
7.324000e-10,0.000000e+00,1.340591e+01,-7.512309e-12
7.325000e-10,0.000000e+00,1.340591e+01,-7.348931e-12
7.326000e-10,0.000000e+00,1.340591e+01,-7.189109e-12
7.327000e-10,0.000000e+00,1.340591e+01,-7.032766e-12
7.328000e-10,0.000000e+00,1.340591e+01,-6.879826e-12
7.329000e-10,0.000000e+00,1.340591e+01,-6.730213e-12
7.330000e-10,0.000000e+00,1.340591e+01,-6.583857e-12
7.331000e-10,0.000000e+00,1.340591e+01,-6.440686e-12
7.332000e-10,0.000000e+00,1.340591e+01,-6.300631e-12
7.333000e-10,0.000000e+00,1.340591e+01,-6.163623e-12
7.334000e-10,0.000000e+00,1.340591e+01,-6.029597e-12
7.335000e-10,0.000000e+00,1.340591e+01,-5.898487e-12
7.336000e-10,0.000000e+00,1.340591e+01,-5.770229e-12
7.337000e-10,0.000000e+00,1.340591e+01,-5.644763e-12
7.338000e-10,0.000000e+00,1.340591e+01,-5.522027e-12
7.339000e-10,0.000000e+00,1.340591e+01,-5.401961e-12
7.340000e-10,0.000000e+00,1.340591e+01,-5.284507e-12
7.341000e-10,0.000000e+00,1.340591e+01,-5.169608e-12
7.342000e-10,0.000000e+00,1.340591e+01,-5.057210e-12
7.343000e-10,0.000000e+00,1.340591e+01,-4.947256e-12
7.344000e-10,0.000000e+00,1.340591e+01,-4.839695e-12
7.345000e-10,0.000000e+00,1.340591e+01,-4.734474e-12
7.346000e-10,0.000000e+00,1.340591e+01,-4.631541e-12
7.347000e-10,0.000000e+00,1.340591e+01,-4.530848e-12
7.348000e-10,0.000000e+00,1.340591e+01,-4.432345e-12
7.349000e-10,0.000000e+00,1.340591e+01,-4.335985e-12
7.350000e-10,0.000000e+00,1.340591e+01,-4.241721e-12
7.351000e-10,0.000000e+00,1.340591e+01,-4.149507e-12
7.352000e-10,0.000000e+00,1.340591e+01,-4.059299e-12
7.353000e-10,0.000000e+00,1.340591e+01,-3.971053e-12
7.354000e-10,0.000000e+00,1.340591e+01,-3.884727e-12
7.355000e-10,0.000000e+00,1.340591e+01,-3.800278e-12
7.356000e-10,0.000000e+00,1.340591e+01,-3.717666e-12
7.357000e-10,0.000000e+00,1.340591e+01,-3.636850e-12
7.358000e-10,0.000000e+00,1.340591e+01,-3.557793e-12
7.359000e-10,0.000000e+00,1.340590e+01,-3.480454e-12
7.360000e-10,0.000000e+00,1.340590e+01,-3.404798e-12
7.361000e-10,0.000000e+00,1.340590e+01,-3.330787e-12
7.362000e-10,0.000000e+00,1.340590e+01,-3.258385e-12
7.363000e-10,0.000000e+00,1.340590e+01,-3.187558e-12
7.364000e-10,0.000000e+00,1.340590e+01,-3.118271e-12
7.365000e-10,0.000000e+00,1.340590e+01,-3.050491e-12
7.366000e-10,0.000000e+00,1.340590e+01,-2.984184e-12
7.367000e-10,0.000000e+00,1.340590e+01,-2.919320e-12
7.368000e-10,0.000000e+00,1.340590e+01,-2.855866e-12
7.369000e-10,0.000000e+00,1.340590e+01,-2.793792e-12
7.370000e-10,0.000000e+00,1.340590e+01,-2.733068e-12
7.371000e-10,0.000000e+00,1.340590e+01,-2.673664e-12
7.372000e-10,0.000000e+00,1.340590e+01,-2.615551e-12
7.373000e-10,0.000000e+00,1.340590e+01,-2.558703e-12
7.374000e-10,0.000000e+00,1.340590e+01,-2.503090e-12
7.375000e-10,0.000000e+00,1.340590e+01,-2.448686e-12
7.376000e-10,0.000000e+00,1.340590e+01,-2.395465e-12
7.377000e-10,0.000000e+00,1.340590e+01,-2.343402e-12
7.378000e-10,0.000000e+00,1.340590e+01,-2.292470e-12
7.379000e-10,0.000000e+00,1.340590e+01,-2.242646e-12
7.380000e-10,0.000000e+00,1.340590e+01,-2.193905e-12
7.381000e-10,0.000000e+00,1.340590e+01,-2.146224e-12
7.382000e-10,0.000000e+00,1.340590e+01,-2.099579e-12
7.383000e-10,0.000000e+00,1.340590e+01,-2.053948e-12
7.384000e-10,0.000000e+00,1.340590e+01,-2.009309e-12
7.385000e-10,0.000000e+00,1.340590e+01,-1.965641e-12
7.386000e-10,0.000000e+00,1.340590e+01,-1.922922e-12
7.387000e-10,0.000000e+00,1.340590e+01,-1.881132e-12
7.388000e-10,0.000000e+00,1.340590e+01,-1.840250e-12
7.389000e-10,0.000000e+00,1.340590e+01,-1.800257e-12
7.390000e-10,0.000000e+00,1.340590e+01,-1.761134e-12
7.391000e-10,0.000000e+00,1.340590e+01,-1.722860e-12
7.392000e-10,0.000000e+00,1.340590e+01,-1.685419e-12
7.393000e-10,0.000000e+00,1.340590e+01,-1.648792e-12
7.394000e-10,0.000000e+00,1.340590e+01,-1.612961e-12
7.395000e-10,0.000000e+00,1.340590e+01,-1.577909e-12
7.396000e-10,0.000000e+00,1.340590e+01,-1.543618e-12
7.397000e-10,0.000000e+00,1.340590e+01,-1.510074e-12
7.398000e-10,0.000000e+00,1.340590e+01,-1.477258e-12
7.399000e-10,0.000000e+00,1.340590e+01,-1.445155e-12
7.400000e-10,0.000000e+00,1.340590e+01,-1.413751e-12
7.401000e-10,0.000000e+00,1.340590e+01,-1.383029e-12
7.402000e-10,0.000000e+00,1.340590e+01,-1.352974e-12
7.403000e-10,0.000000e+00,1.340590e+01,-1.323573e-12
7.404000e-10,0.000000e+00,1.340590e+01,-1.294811e-12
7.405000e-10,0.000000e+00,1.340590e+01,-1.266675e-12
7.406000e-10,0.000000e+00,1.340590e+01,-1.239149e-12
7.407000e-10,0.000000e+00,1.340590e+01,-1.212222e-12
7.408000e-10,0.000000e+00,1.340590e+01,-1.185880e-12
7.409000e-10,0.000000e+00,1.340590e+01,-1.160111e-12
7.410000e-10,0.000000e+00,1.340590e+01,-1.134902e-12
7.411000e-10,0.000000e+00,1.340590e+01,-1.110241e-12
7.412000e-10,0.000000e+00,1.340590e+01,-1.086116e-12
7.413000e-10,0.000000e+00,1.340590e+01,-1.062515e-12
